,roleType,Campus,SessionName,Session code,clientId,matchId,groupId,role,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,centiPayoff,gender,grade,birth_year,birth_month,birth_day,younger_siblings,older_siblings,school_topics
911,blue,Burbank,S5,    y94w537d,7,6,5,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2007,November,24,No,No,Literature
912,orange,Burbank,S5,    y94w537d,6,6,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,December,5,No,Yes,Art &amp; Music
913,blue,Burbank,S5,    y94w537d,5,6,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,November,19,No,No,Art &amp; Music
914,orange,Burbank,S5,    y94w537d,4,6,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,November,3,Yes,No,Art &amp; Music
915,blue,Burbank,S5,    y94w537d,3,6,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,January,13,Yes,No,Art &amp; Music
916,blue,Burbank,S5,    y94w537d,2,6,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2006,September,14,No,No,History
917,orange,Burbank,S5,    y94w537d,1,6,5,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,May,31,No,Yes,Art &amp; Music
918,blue,Burbank,S5,    y94w537d,12,7,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2007,June,23,Yes,No,Math
919,orange,Burbank,S5,    y94w537d,11,7,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2007,March,17,No,Yes,Sciences &amp; Technology
920,orange,Burbank,S5,    y94w537d,10,7,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,September,14,Yes,No,Sciences &amp; Technology
921,orange,Burbank,S5,    y94w537d,9,7,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,January,25,No,Yes,Art &amp; Music
922,blue,Burbank,S5,    y94w537d,8,7,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,November,11,No,Yes,Math
923,blue,Burbank,S5,    y94w537d,7,7,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2007,November,24,No,No,Literature
924,orange,Burbank,S5,    y94w537d,6,7,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,December,5,No,Yes,Art &amp; Music
925,blue,Burbank,S5,    y94w537d,5,7,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,November,19,No,No,Art &amp; Music
926,orange,Burbank,S5,    y94w537d,4,7,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,November,3,Yes,No,Art &amp; Music
927,blue,Burbank,S5,    y94w537d,3,7,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,January,13,Yes,No,Art &amp; Music
928,blue,Burbank,S5,    y94w537d,2,7,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2006,September,14,No,No,History
929,orange,Burbank,S5,    y94w537d,1,7,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2007,May,31,No,Yes,Art &amp; Music
930,blue,Burbank,S6,tcwstprk,14,3,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,7,2006,August,14,Yes,No,Sciences &amp; Technology
931,orange,Burbank,S6,tcwstprk,13,3,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,June,21,Yes,Yes,Art &amp; Music
932,orange,Burbank,S6,tcwstprk,11,3,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,August,28,Yes,No,Math
933,orange,Burbank,S6,tcwstprk,10,3,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,7,2006,September,5,Yes,No,Sciences &amp; Technology
934,blue,Burbank,S6,tcwstprk,8,3,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,November,19,No,No,Literature
935,orange,Burbank,S6,tcwstprk,6,3,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2006,March,29,Yes,Yes,Art &amp; Music
936,orange,Burbank,S6,tcwstprk,5,3,7,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,7,2006,August,21,Yes,No,Art &amp; Music
937,orange,Burbank,S6,tcwstprk,4,3,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,15,No,No,Art &amp; Music
938,blue,Burbank,S6,tcwstprk,2,3,7,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,7,2006,August,3,No,No,Art &amp; Music
939,blue,Burbank,S6,tcwstprk,1,3,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,July,26,Yes,No,Art &amp; Music
940,blue,Burbank,S6,tcwstprk,12,3,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,October,12,Yes,No,Art &amp; Music
941,blue,Burbank,S6,tcwstprk,9,3,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,7,2005,December,30,No,Yes,Math
942,orange,Burbank,S6,tcwstprk,7,3,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,April,12,No,No,Art &amp; Music
943,blue,Burbank,S6,tcwstprk,3,3,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,September,20,No,Yes,Art &amp; Music
944,blue,Burbank,S6,tcwstprk,14,4,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,August,14,Yes,No,Sciences &amp; Technology
945,orange,Burbank,S6,tcwstprk,13,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,June,21,Yes,Yes,Art &amp; Music
946,orange,Burbank,S6,tcwstprk,11,4,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,August,28,Yes,No,Math
947,orange,Burbank,S6,tcwstprk,10,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,5,Yes,No,Sciences &amp; Technology
948,blue,Burbank,S6,tcwstprk,8,4,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,November,19,No,No,Literature
949,orange,Burbank,S6,tcwstprk,6,4,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,March,29,Yes,Yes,Art &amp; Music
950,orange,Burbank,S6,tcwstprk,5,4,7,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,August,21,Yes,No,Art &amp; Music
951,orange,Burbank,S6,tcwstprk,4,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,15,No,No,Art &amp; Music
952,blue,Burbank,S6,tcwstprk,2,4,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,3,No,No,Art &amp; Music
953,blue,Burbank,S6,tcwstprk,1,4,7,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,July,26,Yes,No,Art &amp; Music
954,blue,Burbank,S6,tcwstprk,12,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,October,12,Yes,No,Art &amp; Music
955,blue,Burbank,S6,tcwstprk,9,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2005,December,30,No,Yes,Math
956,orange,Burbank,S6,tcwstprk,7,4,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,April,12,No,No,Art &amp; Music
957,blue,Burbank,S6,tcwstprk,3,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,September,20,No,Yes,Art &amp; Music
958,blue,Burbank,S6,tcwstprk,14,5,7,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,August,14,Yes,No,Sciences &amp; Technology
959,orange,Burbank,S6,tcwstprk,13,5,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2006,June,21,Yes,Yes,Art &amp; Music
960,orange,Burbank,S6,tcwstprk,11,5,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,7,2006,August,28,Yes,No,Math
961,orange,Burbank,S6,tcwstprk,10,5,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,5,Yes,No,Sciences &amp; Technology
962,blue,Burbank,S6,tcwstprk,8,5,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,November,19,No,No,Literature
963,orange,Burbank,S6,tcwstprk,6,5,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,March,29,Yes,Yes,Art &amp; Music
964,orange,Burbank,S6,tcwstprk,5,5,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,August,21,Yes,No,Art &amp; Music
965,orange,Burbank,S6,tcwstprk,4,5,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,15,No,No,Art &amp; Music
966,blue,Burbank,S6,tcwstprk,2,5,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,August,3,No,No,Art &amp; Music
967,blue,Burbank,S6,tcwstprk,1,5,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,July,26,Yes,No,Art &amp; Music
968,blue,Burbank,S6,tcwstprk,12,5,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,October,12,Yes,No,Art &amp; Music
969,blue,Burbank,S6,tcwstprk,9,5,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,7,2005,December,30,No,Yes,Math
970,orange,Burbank,S6,tcwstprk,7,5,7,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,12,No,No,Art &amp; Music
971,blue,Burbank,S6,tcwstprk,3,5,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,September,20,No,Yes,Art &amp; Music
972,blue,Burbank,S6,    tcwstprk,14,6,7,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,August,14,Yes,No,Sciences &amp; Technology
973,orange,Burbank,S6,    tcwstprk,13,6,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,June,21,Yes,Yes,Art &amp; Music
974,orange,Burbank,S6,    tcwstprk,11,6,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,August,28,Yes,No,Math
975,orange,Burbank,S6,    tcwstprk,10,6,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,5,Yes,No,Sciences &amp; Technology
976,blue,Burbank,S6,    tcwstprk,8,6,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,November,19,No,No,Literature
977,orange,Burbank,S6,    tcwstprk,6,6,6,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,March,29,Yes,Yes,Art &amp; Music
978,orange,Burbank,S6,    tcwstprk,5,6,7,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,August,21,Yes,No,Art &amp; Music
979,orange,Burbank,S6,    tcwstprk,4,6,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,15,No,No,Art &amp; Music
980,blue,Burbank,S6,    tcwstprk,2,6,6,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,3,No,No,Art &amp; Music
981,blue,Burbank,S6,    tcwstprk,1,6,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,July,26,Yes,No,Art &amp; Music
982,blue,Burbank,S6,    tcwstprk,12,6,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,October,12,Yes,No,Art &amp; Music
983,blue,Burbank,S6,    tcwstprk,9,6,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2005,December,30,No,Yes,Math
984,orange,Burbank,S6,    tcwstprk,7,6,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,12,No,No,Art &amp; Music
985,blue,Burbank,S6,    tcwstprk,3,6,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,September,20,No,Yes,Art &amp; Music
986,blue,Burbank,S6,    tcwstprk,14,7,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,August,14,Yes,No,Sciences &amp; Technology
987,orange,Burbank,S6,    tcwstprk,13,7,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,June,21,Yes,Yes,Art &amp; Music
988,orange,Burbank,S6,    tcwstprk,11,7,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,28,Yes,No,Math
989,orange,Burbank,S6,    tcwstprk,10,7,7,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,September,5,Yes,No,Sciences &amp; Technology
990,blue,Burbank,S6,    tcwstprk,8,7,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,November,19,No,No,Literature
991,orange,Burbank,S6,    tcwstprk,6,7,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2006,March,29,Yes,Yes,Art &amp; Music
992,orange,Burbank,S6,    tcwstprk,5,7,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,August,21,Yes,No,Art &amp; Music
993,orange,Burbank,S6,    tcwstprk,4,7,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,15,No,No,Art &amp; Music
994,blue,Burbank,S6,    tcwstprk,2,7,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,August,3,No,No,Art &amp; Music
995,blue,Burbank,S6,    tcwstprk,1,7,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,July,26,Yes,No,Art &amp; Music
996,blue,Burbank,S6,    tcwstprk,12,7,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,October,12,Yes,No,Art &amp; Music
997,blue,Burbank,S6,    tcwstprk,9,7,7,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,7,2005,December,30,No,Yes,Math
998,orange,Burbank,S6,    tcwstprk,7,7,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,April,12,No,No,Art &amp; Music
999,blue,Burbank,S6,    tcwstprk,3,7,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2006,September,20,No,Yes,Art &amp; Music
1000,orange,Burbank,S7,dfrkg1w4,14,3,7,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,November,15,No,Yes,Art &amp; Music
1001,blue,Burbank,S7,dfrkg1w4,12,3,4,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,6,2007,June,27,Yes,No,Math
1002,blue,Burbank,S7,dfrkg1w4,11,3,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,June,9,Yes,Yes,Art &amp; Music
1003,blue,Burbank,S7,dfrkg1w4,13,3,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,July,9,Yes,No,Math
1004,blue,Burbank,S7,dfrkg1w4,10,3,1,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,March,1,No,Yes,Art &amp; Music
1005,orange,Burbank,S7,dfrkg1w4,9,3,1,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,November,19,No,No,Languages
1006,orange,Burbank,S7,dfrkg1w4,8,3,4,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,April,12,No,Yes,Math
1007,orange,Burbank,S7,dfrkg1w4,7,3,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,March,16,Yes,No,Art &amp; Music
1008,orange,Burbank,S7,dfrkg1w4,6,3,5,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,6,2007,March,8,No,Yes,Art &amp; Music
1009,orange,Burbank,S7,dfrkg1w4,5,3,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,February,14,No,Yes,History
1010,blue,Burbank,S7,dfrkg1w4,4,3,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,June,20,No,Yes,Art &amp; Music
1011,blue,Burbank,S7,dfrkg1w4,3,3,5,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,6,2007,December,21,Yes,No,Art &amp; Music
1012,orange,Burbank,S7,dfrkg1w4,2,3,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2007,February,13,No,Yes,Literature
1013,blue,Burbank,S7,dfrkg1w4,1,3,7,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,May,27,No,Yes,Art &amp; Music
1014,orange,Burbank,S7,dfrkg1w4,14,4,7,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,November,15,No,Yes,Art &amp; Music
1015,blue,Burbank,S7,dfrkg1w4,12,4,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,June,27,Yes,No,Math
1016,blue,Burbank,S7,dfrkg1w4,11,4,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,June,9,Yes,Yes,Art &amp; Music
1017,blue,Burbank,S7,dfrkg1w4,13,4,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,July,9,Yes,No,Math
1018,blue,Burbank,S7,dfrkg1w4,10,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,March,1,No,Yes,Art &amp; Music
1019,orange,Burbank,S7,dfrkg1w4,9,4,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,November,19,No,No,Languages
1020,orange,Burbank,S7,dfrkg1w4,8,4,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,April,12,No,Yes,Math
1021,orange,Burbank,S7,dfrkg1w4,7,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,March,16,Yes,No,Art &amp; Music
1022,orange,Burbank,S7,dfrkg1w4,6,4,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,March,8,No,Yes,Art &amp; Music
1023,orange,Burbank,S7,dfrkg1w4,5,4,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,6,2007,February,14,No,Yes,History
1024,blue,Burbank,S7,dfrkg1w4,4,4,7,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,6,2007,June,20,No,Yes,Art &amp; Music
1025,blue,Burbank,S7,dfrkg1w4,3,4,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,December,21,Yes,No,Art &amp; Music
1026,orange,Burbank,S7,dfrkg1w4,2,4,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,February,13,No,Yes,Literature
1027,blue,Burbank,S7,dfrkg1w4,1,4,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,May,27,No,Yes,Art &amp; Music
1028,orange,Burbank,S7,dfrkg1w4,14,5,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,November,15,No,Yes,Art &amp; Music
1029,blue,Burbank,S7,dfrkg1w4,12,5,7,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,June,27,Yes,No,Math
1030,blue,Burbank,S7,dfrkg1w4,11,5,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,June,9,Yes,Yes,Art &amp; Music
1031,blue,Burbank,S7,dfrkg1w4,13,5,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,July,9,Yes,No,Math
1032,blue,Burbank,S7,dfrkg1w4,10,5,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,March,1,No,Yes,Art &amp; Music
1033,orange,Burbank,S7,dfrkg1w4,9,5,1,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,November,19,No,No,Languages
1034,orange,Burbank,S7,dfrkg1w4,8,5,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,April,12,No,Yes,Math
1035,orange,Burbank,S7,dfrkg1w4,7,5,7,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2007,March,16,Yes,No,Art &amp; Music
1036,orange,Burbank,S7,dfrkg1w4,6,5,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,March,8,No,Yes,Art &amp; Music
1037,orange,Burbank,S7,dfrkg1w4,5,5,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,February,14,No,Yes,History
1038,blue,Burbank,S7,dfrkg1w4,4,5,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,June,20,No,Yes,Art &amp; Music
1039,blue,Burbank,S7,dfrkg1w4,3,5,1,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,December,21,Yes,No,Art &amp; Music
1040,orange,Burbank,S7,dfrkg1w4,2,5,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,February,13,No,Yes,Literature
1041,blue,Burbank,S7,dfrkg1w4,1,5,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,May,27,No,Yes,Art &amp; Music
1042,orange,Burbank,S7,    dfrkg1w4,14,6,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,November,15,No,Yes,Art &amp; Music
1043,blue,Burbank,S7,    dfrkg1w4,12,6,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2007,June,27,Yes,No,Math
1044,blue,Burbank,S7,    dfrkg1w4,11,6,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,June,9,Yes,Yes,Art &amp; Music
